Started at: Tue Nov 16 18:00:22 2021

Using random seed: 1637082022
Map: res/textures/map_corridor_256x144.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
1272.93,131,0,28
1275.33,131,0,30
1277.74,132,1,30
1280.14,133,1,31
1282.54,134,1,31
1284.94,135,1,31
1287.34,135,0,31
1289.75,135,0,31
1292.15,135,0,31
1294.55,135,0,31
1296.95,135,0,31
1299.36,135,0,31
1301.76,135,0,31
1304.16,135,0,31
1306.56,135,0,31
1308.97,135,0,31
1311.37,135,0,31
1313.77,135,0,32
1316.17,136,1,31
1318.58,136,0,31
1320.98,136,0,31
1323.38,136,0,31
1325.78,136,0,31
1328.18,136,0,31
1330.59,136,0,31
1332.99,136,0,31
1335.39,136,0,32
1337.79,137,1,32
1340.2,137,0,32
1342.6,139,2,30
1345,139,0,30
1347.4,139,0,30
1349.81,139,0,30
1352.21,139,0,30
1354.61,139,0,30
1357.01,139,0,30
1359.42,140,1,29
1361.82,140,0,29
1364.22,140,0,29
1366.62,140,0,29
1369.02,140,0,29
1371.43,140,0,29
1373.83,140,0,29
1376.23,140,0,29
1378.63,140,0,29
1381.04,140,0,29
1383.44,140,0,29
1385.84,140,0,29
1388.24,140,0,29
1390.65,140,0,29
1393.05,140,0,29
1395.45,140,0,30
1397.85,140,0,31
1400.25,140,0,34
1402.66,140,0,34
1405.06,140,0,34
1407.46,140,0,34
1409.86,141,1,33
1412.27,141,0,33
1414.67,141,0,33
1417.07,141,0,33
1419.47,141,0,33
1421.88,141,0,33
1424.28,141,0,33
1426.68,142,1,32
1429.08,143,1,31
1431.49,143,0,31
1433.89,143,0,31
1436.29,143,0,31
1438.69,143,0,31
1441.09,143,0,31
1443.5,143,0,31
1445.9,143,0,31
1448.3,143,0,31
1450.7,143,0,31
1453.11,143,0,31
1455.51,143,0,31
1457.91,144,1,30
1460.31,145,1,30
1462.72,145,0,31
1465.12,145,0,32
1467.52,146,1,32
1469.92,148,2,30
1472.33,151,3,27
1474.73,156,5,22
1477.13,158,2,20
1479.53,159,1,19
1481.93,160,1,18
1484.34,160,0,18
1486.74,160,0,18
1489.14,160,0,18
1491.54,160,0,18
1493.95,160,0,18
1496.35,160,0,18
1498.75,160,0,18
1501.15,160,0,18
1503.56,160,0,19
1505.96,162,2,17
1508.36,162,0,17
1510.76,166,4,14
1513.17,172,6,8
1515.57,174,2,7
1517.97,174,0,7
1520.37,174,0,7
1522.77,174,0,7
1525.18,174,0,7
1527.58,174,0,7
1529.98,174,0,7
1532.38,174,0,7
1534.79,174,0,7
1537.19,174,0,7
1539.59,174,0,7
1541.99,174,0,7
1544.4,174,0,7
1546.8,174,0,7
1549.2,174,0,7
1551.6,174,0,7
1554,174,0,7
1556.41,174,0,8
1558.81,174,0,10
1561.21,174,0,10
1563.61,174,0,10
1566.02,174,0,10
1568.42,174,0,10
1570.82,174,0,10
1573.22,174,0,10
1575.63,174,0,10
1578.03,174,0,10
1580.43,174,0,10
1582.83,174,0,10
1585.24,174,0,10
1587.64,174,0,10
1590.04,174,0,10
1592.44,175,1,10
1594.84,175,0,11
1597.25,175,0,14
1599.65,175,0,15
1602.05,175,0,15
1604.45,175,0,17
1606.86,175,0,17
1609.26,175,0,17
1611.66,175,0,17
1614.06,175,0,17
1616.47,176,1,16
1618.87,176,0,16
1621.27,177,1,15
1623.67,177,0,15
1626.08,177,0,17
1628.48,177,0,19
1630.88,177,0,19
1633.28,177,0,19
1635.68,177,0,19
1638.09,177,0,19
1640.49,177,0,19
1642.89,177,0,19
1645.29,177,0,19
1647.7,177,0,19
1650.1,177,0,19
1652.5,177,0,19
1654.9,177,0,19
1657.31,177,0,19
1659.71,177,0,19
1662.11,177,0,19
1664.51,177,0,19
1666.92,177,0,19
1669.32,177,0,19
1671.72,177,0,19
1674.12,177,0,19
1676.52,177,0,19
1678.93,177,0,19
1681.33,177,0,19
1683.73,177,0,19
1686.13,177,0,19
1688.54,177,0,21
1690.94,177,0,22
1693.34,177,0,25
1695.74,177,0,28
1698.15,177,0,30
1700.55,177,0,30
1702.95,177,0,30
1705.35,177,0,30
1707.75,177,0,30
1710.16,177,0,30
1712.56,177,0,31
1714.96,177,0,31
1717.36,177,0,31
1719.77,178,1,30
1722.17,180,2,28
1724.57,180,0,29
1726.97,183,3,26
1729.38,185,2,25
1731.78,187,2,24
1734.18,194,7,17
1736.58,194,0,17
1738.99,198,4,13
1741.39,199,1,12
1743.79,200,1,15
1746.19,206,6,17
1748.59,208,2,23
1751,209,1,27
1753.4,218,9,20
1755.8,225,7,24
1758.2,233,8,22
1760.61,235,2,28
1763.01,244,9,29
1765.41,253,9,28
1767.81,257,4,28
1770.22,266,9,24
1772.62,276,10,24
1775.02,283,7,21
1777.42,285,2,29
1779.83,296,11,26
1782.23,303,7,29
1784.63,309,6,25
1787.03,317,8,26
1789.43,329,12,24
1791.84,333,4,25
1794.24,338,5,29
1796.64,349,11,27
1799.04,353,4,31
1801.45,364,11,23
1803.85,372,8,26
1806.25,381,9,23
1808.65,384,3,29
1811.06,395,11,27
1813.46,403,8,28
1815.86,409,6,25
1818.26,417,8,26
1820.67,429,12,24
1823.07,433,4,26
1825.47,439,6,29
1827.87,452,13,25
1830.27,457,5,27
1832.68,465,8,24
1835.08,475,10,25
1837.48,483,8,24
1839.88,484,1,34
1842.29,498,14,27
1844.69,506,8,28
1847.09,516,10,21
1849.49,524,8,25
1851.9,534,10,25
1854.3,536,2,29
1856.7,547,11,28
1859.1,559,12,25
1861.5,565,6,24
1863.91,572,7,27
1866.31,583,11,28
1868.71,588,5,29
1871.11,595,7,32
1873.52,608,13,29
1875.92,615,7,28
1878.32,627,12,22
1880.72,635,8,26
1883.13,643,8,26
1885.53,648,5,32
1887.93,660,12,30
1890.33,666,6,32
1892.74,679,13,23
1895.14,688,9,27
1897.54,697,9,24
1899.94,700,3,33
1902.34,713,13,28
1904.75,721,8,31
1907.15,733,12,22
1909.55,741,8,27
1911.95,751,10,25
1914.36,755,4,32
1916.76,767,12,29
1919.16,776,9,29
1921.56,786,10,23
1923.97,796,10,25
1926.37,805,9,26
1928.77,809,4,31
1931.17,819,10,32
1933.58,831,12,28
1935.98,838,7,25
1938.38,849,11,25
1940.78,859,10,25
1943.18,863,4,29
1945.59,874,11,28
1947.99,883,9,29
1950.39,891,8,26
1952.79,900,9,28
1955.2,911,11,27
1957.6,917,6,29
1960,928,11,27
1962.4,937,9,28
1964.81,946,9,25
1967.21,954,8,28
1969.61,963,9,29
1972.01,970,7,30
1974.42,982,12,26
1976.82,992,10,26
1979.22,1000,8,25
1981.62,1008,8,28
1984.02,1018,10,28
1986.43,1025,7,30
1988.83,1037,12,28
1991.23,1046,9,27
1993.63,1055,9,25
1996.04,1065,10,27
1998.44,1072,7,29
2000.84,1080,8,30
2003.24,1092,12,28
2005.65,1101,9,28
2008.05,1110,9,26
2010.45,1120,10,28
2012.85,1131,11,24
2015.25,1137,6,27
2017.66,1149,12,25
2020.06,1155,6,31
2022.46,1165,10,27
2024.86,1173,8,30
2027.27,1186,13,23
2029.67,1192,6,27
2032.07,1203,11,26
2034.47,1210,7,31
2036.88,1219,9,29
2039.28,1229,10,31
2041.68,1242,13,23
2044.08,1248,6,27
2046.49,1259,11,25
2048.89,1265,6,31
2051.29,1274,9,28
2053.69,1282,8,31
2056.09,1296,14,24
2058.5,1302,6,27
2060.9,1314,12,25
2063.3,1321,7,30
2065.7,1329,8,28
2068.11,1340,11,28
2070.51,1352,12,24
2072.91,1357,5,28
2075.31,1367,10,28
2077.72,1376,9,31
2080.12,1385,9,28
2082.52,1394,9,28
2084.92,1406,12,25
2087.33,1414,8,25
2089.73,1423,9,27
2092.13,1431,8,28
2094.53,1439,8,29
2096.93,1450,11,27
2099.34,1459,9,27
2101.74,1468,9,25
2104.14,1478,10,24
2106.54,1486,8,25
2108.95,1494,8,28
2111.35,1503,9,28
2113.75,1512,9,27
2116.15,1524,12,25
2118.56,1532,8,29
2120.96,1541,9,27
2123.36,1549,8,29
2125.76,1558,9,28
2128.17,1567,9,30
2130.57,1577,10,25
2132.97,1584,7,29
2135.37,1596,12,25
2137.77,1603,7,30
2140.18,1614,11,23
2142.58,1621,7,28
2144.98,1632,11,26
2147.38,1640,8,29
2149.79,1649,9,27
2152.19,1658,9,28
2154.59,1667,9,27
2156.99,1676,9,27
2159.4,1686,10,25
2161.8,1693,7,28
2164.2,1702,9,28
2166.6,1712,10,29
2169,1720,8,29
2171.41,1730,10,29
2173.81,1741,11,26
2176.21,1750,9,27
2178.61,1759,9,24
2181.02,1768,9,26
2183.42,1776,8,26
2185.82,1786,10,26
2188.22,1794,8,26
2190.63,1802,8,29
2193.03,1812,10,28
2195.43,1820,8,28
2197.83,1831,11,26
2200.24,1841,10,27
2202.64,1847,6,29
2205.04,1856,9,30
2207.44,1868,12,27
2209.84,1875,7,26
2212.25,1886,11,25
2214.65,1894,8,28
2217.05,1900,6,31
2219.45,1912,12,29
2221.86,1922,10,26
2224.26,1933,11,19
2226.66,1940,7,24
2229.06,1947,7,28
2231.47,1953,6,33
2233.87,1965,12,29
2236.27,1976,11,28
2238.67,1985,9,23
2241.08,1992,7,26
2243.48,2000,8,31
2245.88,2005,5,35
2248.28,2019,14,29
2250.68,2031,12,24
2253.09,2040,9,21
2255.49,2046,6,31
2257.89,2054,8,30
2260.29,2063,9,30
2262.7,2078,15,26
2265.1,2085,7,23
2267.5,2093,8,26
2269.9,2103,10,32
2272.31,2106,3,34
2274.71,2119,13,28
2277.11,2134,15,22
2279.51,2137,3,24
2281.92,2146,9,27
2284.32,2154,8,34
2286.72,2161,7,32
2289.12,2173,12,29
2291.52,2188,15,22
2293.93,2193,5,23
2296.33,2203,10,25
2298.73,2210,7,29
2301.13,2216,6,27
2303.54,2231,15,24
2305.94,2240,9,20
2308.34,2243,3,26
2310.74,2255,12,29
2313.15,2258,3,34
2315.55,2266,8,32
2317.95,2281,15,28
2320.35,2290,9,21
2322.75,2298,8,26
2325.16,2309,11,28
2327.56,2311,2,34
2329.96,2325,14,27
2332.36,2336,11,28
2334.77,2345,9,22
2337.17,2354,9,26
2339.57,2362,8,29
2341.97,2365,3,34
2344.38,2377,12,31
2346.78,2389,12,27
2349.18,2399,10,20
2351.58,2408,9,27
2353.99,2414,6,31
2356.39,2421,7,33
2358.79,2434,13,28
2361.19,2445,11,24
2363.59,2452,7,25
2366,2461,9,28
2368.4,2469,8,32
2370.8,2476,7,31
2373.2,2489,13,28
2375.61,2499,10,24
2378.01,2507,8,23
2380.41,2517,10,27
2382.81,2523,6,31
2385.22,2532,9,30
2387.62,2545,13,26
2390.02,2554,9,22
2392.42,2562,8,23
2394.83,2571,9,26
2397.23,2576,5,32
2399.63,2587,11,30
2402.03,2597,10,27
2404.43,2609,12,20
2406.84,2618,9,21
2409.24,2624,6,26
2411.64,2629,5,34
2414.04,2639,10,34
2416.45,2651,12,29
2418.85,2663,12,21
2421.25,2672,9,22
2423.65,2680,8,25
2426.06,2684,4,32
2428.46,2694,10,33
2430.86,2705,11,28
2433.26,2714,9,25
2435.67,2726,12,21
2438.07,2732,6,29
2440.47,2740,8,30
2442.87,2749,9,31
2445.27,2760,11,27
2447.68,2770,10,24
2450.08,2780,10,22
2452.48,2788,8,23
2454.88,2794,6,27
2457.29,2801,7,30
2459.69,2812,11,25
2462.09,2820,8,24
2464.49,2831,11,23
2466.9,2837,6,27
2469.3,2844,7,28
2471.7,2855,11,29
2474.1,2864,9,27
2476.5,2871,7,27
2478.91,2884,13,25
2481.31,2891,7,25
2483.71,2898,7,25
2486.11,2909,11,26
2488.52,2916,7,28
2490.92,2923,7,26
2493.32,2935,12,23
2495.72,2943,8,24
2498.13,2948,5,26
2500.53,2957,9,30
2502.93,2966,9,28
2505.33,2977,11,23
2507.74,2987,10,23
2510.14,2995,8,25
2512.54,3000,5,32
2514.94,3011,11,28
2517.34,3022,11,25
2519.75,3032,10,21
2522.15,3040,8,21
2524.55,3046,6,23
2526.95,3053,7,25
2529.36,3062,9,23
2531.76,3068,6,22
2534.16,3077,9,24
2536.56,3083,6,27
2538.97,3088,5,31
2541.37,3098,10,30
2543.77,3108,10,23
2546.17,3117,9,19
2548.58,3126,9,16
2550.98,3129,3,19
2553.38,3135,6,13
2555.78,3140,5,10
2558.18,3143,3,7
2560.59,3143,0,9
2562.99,3146,3,6
2565.39,3147,1,5
2567.79,3148,1,4
2570.2,3148,0,4
2572.6,3149,1,3
2575,3149,0,3
2577.4,3150,1,2
2579.81,3151,1,1
2582.21,3152,1,0
2584.61,3152,0,0
2587.01,3152,0,0
2589.42,3152,0,0
2591.82,3152,0,0
2594.22,3152,0,0
2596.62,3152,0,0
2599.02,3152,0,0
2601.43,3152,0,0
2603.83,3152,0,0
2606.23,3152,0,0
2608.63,3152,0,0
2611.04,3152,0,0
2613.44,3152,0,0
2615.84,3152,0,0
2618.24,3152,0,0
2620.65,3152,0,0
2623.05,3152,0,0
2625.45,3152,0,0
2627.85,3152,0,0
2630.25,3152,0,0
2632.66,3152,0,0
2635.06,3152,0,0
2637.46,3152,0,0
2639.86,3152,0,0
2642.27,3152,0,0
2644.67,3152,0,0
2647.07,3152,0,0
2649.47,3152,0,0
2651.88,3152,0,0
2654.28,3152,0,0
2656.68,3152,0,0
2659.08,3152,0,0
2661.49,3152,0,0
2663.89,3152,0,0
2666.29,3152,0,0
2668.69,3152,0,0
2671.09,3152,0,0
2673.5,3152,0,0
2675.9,3152,0,0
2678.3,3152,0,0
2680.7,3152,0,0
2683.11,3152,0,0
2685.51,3152,0,0
2687.91,3152,0,0
2690.31,3152,0,0
2692.72,3152,0,0
2695.12,3152,0,0
2697.52,3152,0,0
2699.92,3152,0,0
2702.33,3152,0,0
2704.73,3152,0,0
2707.13,3152,0,0
2709.53,3152,0,0
2711.93,3152,0,0
2714.34,3152,0,0
2716.74,3152,0,0
2719.14,3152,0,0
2721.54,3152,0,0
2723.95,3152,0,0
2726.35,3152,0,0
2728.75,3152,0,0
2731.15,3152,0,0
2733.56,3152,0,0
2735.96,3152,0,0
2738.36,3152,0,0
2740.76,3152,0,0
2743.17,3152,0,0
2745.57,3152,0,0
2747.97,3152,0,0
2750.37,3152,0,0
2752.77,3152,0,0
2755.18,3152,0,0
2757.58,3152,0,0
2759.98,3152,0,0
2762.38,3152,0,0
2764.79,3152,0,0
2767.19,3152,0,0
2769.59,3152,0,0
2771.99,3152,0,0
2774.4,3152,0,0
2776.8,3152,0,0
2779.2,3152,0,0
2781.6,3152,0,0
2784,3152,0,0
2786.41,3152,0,0
2788.81,3152,0,0
2791.21,3152,0,0
2793.61,3152,0,0
2796.02,3152,0,0
2798.42,3152,0,0
2800.82,3152,0,0
2803.22,3152,0,0
2805.63,3152,0,0
2808.03,3152,0,0
2810.43,3152,0,0
2812.83,3152,0,0
2815.24,3152,0,0
2817.64,3152,0,0
2820.04,3152,0,0
2822.44,3152,0,0
2824.84,3152,0,0
2827.25,3152,0,0
2829.65,3152,0,0
2832.05,3152,0,0
2834.45,3152,0,0
2836.86,3152,0,0
2839.26,3152,0,0
2841.66,3152,0,0
2844.06,3152,0,0
2846.47,3152,0,0
2848.87,3152,0,0
2851.27,3152,0,0
2853.67,3152,0,0
2856.08,3152,0,0
2858.48,3152,0,0
2860.88,3152,0,0
2863.28,3152,0,0
2865.68,3152,0,0
2868.09,3152,0,0
2870.49,3152,0,0
2872.89,3152,0,0
2875.29,3152,0,0
2877.7,3152,0,0
2880.1,3152,0,0
2882.5,3152,0,0
2884.9,3152,0,0
2887.31,3152,0,0
2889.71,3152,0,0
2892.11,3152,0,0
2894.51,3152,0,0
2896.92,3152,0,0
2899.32,3152,0,0
2901.72,3152,0,0
2904.12,3152,0,0
2906.52,3152,0,0
2908.93,3152,0,0
2911.33,3152,0,0
2913.73,3152,0,0
2916.13,3152,0,0
2918.54,3152,0,0
2920.94,3152,0,0
2923.34,3152,0,0
2925.74,3152,0,0
2928.15,3152,0,0
2930.55,3152,0,0
2932.95,3152,0,0
2935.35,3152,0,0
2937.75,3152,0,0
2940.16,3152,0,0
2942.56,3152,0,0
2944.96,3152,0,0
2947.36,3152,0,0
2949.77,3152,0,0
2952.17,3152,0,0
2954.57,3152,0,0
2956.97,3152,0,0
2959.38,3152,0,0
2961.78,3152,0,0
2964.18,3152,0,0
2966.58,3152,0,0
2968.99,3152,0,0
2971.39,3152,0,0
2973.79,3152,0,0
2976.19,3152,0,0
2978.59,3152,0,0
2981,3152,0,0
2983.4,3152,0,0
2985.8,3152,0,0
2988.2,3152,0,0
2990.61,3152,0,0
2993.01,3152,0,0
2995.41,3152,0,0
2997.81,3152,0,0
3000.22,3152,0,0
3002.62,3152,0,0
3005.02,3152,0,0
3007.42,3152,0,0
3009.83,3152,0,0
3012.23,3152,0,0
3014.63,3152,0,0
3017.03,3152,0,0
3019.43,3152,0,0
3021.84,3152,0,0
3024.24,3152,0,0
3026.64,3152,0,0
3029.04,3152,0,0
3031.45,3152,0,0
3033.85,3152,0,0
3036.25,3152,0,0
3038.65,3152,0,0
3041.06,3152,0,0
3043.46,3152,0,0
3045.86,3152,0,0
3048.26,3152,0,0
3050.67,3152,0,0
3053.07,3152,0,0
3055.47,3152,0,0
3057.87,3152,0,0
3060.27,3152,0,0
3062.68,3152,0,0
3065.08,3152,0,0
3067.48,3152,0,0
3069.88,3152,0,0
3072.29,3152,0,0
3074.69,3152,0,0
3077.09,3152,0,0
3079.49,3152,0,0
3081.9,3152,0,0
3084.3,3152,0,0
3086.7,3152,0,0
3089.1,3152,0,0
3091.5,3152,0,0
3093.91,3152,0,0
3096.31,3152,0,0
3098.71,3152,0,0
3101.11,3152,0,0
3103.52,3152,0,0
3105.92,3152,0,0
3108.32,3152,0,0
3110.72,3152,0,0
3113.13,3152,0,0
3115.53,3152,0,0
3117.93,3152,0,0
3120.33,3152,0,0
3122.74,3152,0,0
3125.14,3152,0,0
3127.54,3152,0,0
3129.94,3152,0,0
3132.34,3152,0,0
3134.75,3152,0,0
3137.15,3152,0,0
3139.55,3152,0,0
3141.95,3152,0,0
3144.36,3152,0,0
3146.76,3152,0,0
3149.16,3152,0,0
3151.56,3152,0,0
3153.97,3152,0,0
3156.37,3152,0,0
3158.77,3152,0,0
3161.17,3152,0,0
3163.58,3152,0,0
3165.98,3152,0,0
3168.38,3152,0,0
3170.78,3152,0,0
3173.18,3152,0,0
3175.59,3152,0,0
3177.99,3152,0,0
3180.39,3152,0,0
3182.79,3152,0,0
3185.2,3152,0,0
3187.6,3152,0,0
3190,3152,0,0
3192.4,3152,0,0
3194.81,3152,0,0
3197.21,3152,0,0
3199.61,3152,0,0
3202.01,3152,0,0
3204.42,3152,0,0
3206.82,3152,0,0
3209.22,3152,0,0
3211.62,3152,0,0
3214.02,3152,0,0
3216.43,3152,0,0
3218.83,3152,0,0
3221.23,3152,0,0
3223.63,3152,0,0
3226.04,3152,0,0
3228.44,3152,0,0
3230.84,3152,0,0
3233.24,3152,0,0
3235.65,3152,0,0
3238.05,3152,0,0
3240.45,3152,0,0
3242.85,3152,0,0
3245.25,3152,0,0
3247.66,3152,0,0
3250.06,3152,0,0
3252.46,3152,0,0
3254.86,3152,0,0
3257.27,3152,0,0
3259.67,3152,0,0
3262.07,3152,0,0
3264.47,3152,0,0
3266.88,3152,0,0
3269.28,3152,0,0
3271.68,3152,0,0
3274.08,3152,0,0
3276.49,3152,0,0
3278.89,3152,0,0
3281.29,3152,0,0
3283.69,3152,0,0
3286.09,3152,0,0
3288.5,3152,0,0
3290.9,3152,0,0
3293.3,3152,0,0
3295.7,3152,0,0
3298.11,3152,0,0
3300.51,3152,0,0
3302.91,3152,0,0
3305.31,3152,0,0
3307.72,3152,0,0
3310.12,3152,0,0
3312.52,3152,0,0
3314.92,3152,0,0
3317.33,3152,0,0
3319.73,3152,0,0
3322.13,3152,0,0
3324.53,3152,0,0
3326.93,3152,0,0
3329.34,3152,0,0
3331.74,3152,0,0
3334.14,3152,0,0
3336.54,3152,0,0
3338.95,3152,0,0
3341.35,3152,0,0
3343.75,3152,0,0
3346.15,3152,0,0
3348.56,3152,0,0
3350.96,3152,0,0
3353.36,3152,0,0
3355.76,3152,0,0
3358.17,3152,0,0
3360.57,3152,0,0
3362.97,3152,0,0
3365.37,3152,0,0
3367.77,3152,0,0
3370.18,3152,0,0
3372.58,3152,0,0
3374.98,3152,0,0
3377.38,3152,0,0
3379.79,3152,0,0
3382.19,3152,0,0
3384.59,3152,0,0
3386.99,3152,0,0
3389.4,3152,0,0
3391.8,3152,0,0
3394.2,3152,0,0
3396.6,3152,0,0
3399,3152,0,0
3401.41,3152,0,0
3403.81,3152,0,0
3406.21,3152,0,0
3408.61,3152,0,0
3411.02,3152,0,0


Started at: Tue Nov 16 18:28:28 2021

Using random seed: 1637083708
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,0
9.60012,0,0,0
12.0002,0,0,0
14.4002,0,0,2
16.8003,0,0,6
19.2003,0,0,8
21.6004,0,0,10
24.0005,0,0,14
26.4005,0,0,17
28.8006,0,0,19
31.2006,0,0,25
33.6004,0,0,32
36,0,0,48
38.3996,0,0,56
40.7992,0,0,68
43.1988,0,0,84
45.5984,0,0,95
47.998,0,0,108
50.3975,0,0,115
52.7971,0,0,144
55.1967,0,0,150
57.5963,0,0,164
59.9959,0,0,183
62.3955,0,0,191
64.7954,0,0,197
67.1959,0,0,207
69.5965,0,0,210
71.997,0,0,215
74.3975,0,0,223
76.798,0,0,226
79.1985,0,0,234
81.599,0,0,237
83.9995,0,0,242
86.4,0,0,247
88.8006,8,8,244
91.2011,200,192,55
93.6016,209,9,46
96.0021,219,10,39
98.4026,228,9,30
100.803,230,2,49
103.204,231,1,111
105.604,236,5,177
108.005,240,4,227
110.405,252,12,238
112.806,285,33,217
115.206,331,46,179
117.607,371,40,147
120.007,384,13,147
122.408,391,7,177
124.808,399,8,217
127.209,415,16,236
129.608,440,25,230
132.007,495,55,185
134.405,555,60,135
136.804,588,33,115
139.203,602,14,140
141.601,612,10,183
144,627,15,227
146.399,648,21,230
148.798,684,36,209
151.196,736,52,170
153.595,782,46,139
155.994,811,29,136
158.392,830,19,151
160.791,842,12,183
163.19,863,21,202
165.588,889,26,201
167.987,927,38,191
170.386,974,47,156
172.784,1018,44,135
175.183,1044,26,138
177.582,1071,27,149
179.98,1084,13,170
182.379,1110,26,187
184.778,1139,29,194
187.176,1175,36,183
189.575,1227,52,157
191.974,1267,40,141
194.372,1288,21,159
196.771,1315,27,163
199.17,1336,21,191
201.568,1369,33,197
203.967,1405,36,182
206.366,1454,49,159
208.765,1491,37,142
211.163,1528,37,140
213.562,1548,20,168
215.961,1578,30,168
218.359,1600,22,188
220.758,1644,44,175
223.157,1671,27,179
225.555,1711,40,161
227.954,1749,38,158
230.353,1770,21,169
232.751,1799,29,173
235.15,1832,33,179
237.549,1872,40,169
239.947,1902,30,169
242.346,1938,36,155
244.745,1962,24,172
247.143,1991,29,177
249.542,2016,25,190
251.941,2047,31,192
254.339,2085,38,184
256.739,2112,27,182
259.142,2152,40,165
261.544,2183,31,166
263.946,2217,34,167
266.349,2244,27,175
268.751,2273,29,181
271.153,2311,38,172
273.556,2348,37,167
275.958,2387,39,152
278.36,2426,39,155
280.763,2449,23,163
283.165,2468,19,183
285.567,2498,30,191
287.97,2528,30,195
290.372,2565,37,182
292.774,2604,39,164
295.177,2645,41,155
297.579,2679,34,146
299.981,2703,24,154
302.384,2722,19,181
304.786,2758,36,178
307.189,2790,32,176
309.591,2818,28,166
311.993,2848,30,170
314.396,2890,42,154
316.798,2921,31,148
319.2,2952,31,148
321.603,2979,27,161
324.005,3010,31,142
326.407,3043,33,110
328.81,3072,29,81
331.212,3104,32,49
333.614,3109,5,44
336.017,3112,3,41
338.419,3117,5,36
340.821,3124,7,29
343.224,3126,2,27
345.626,3137,11,16
348.028,3144,7,9
350.431,3147,3,6
352.833,3148,1,5
355.235,3149,1,4
357.638,3149,0,4
360.04,3151,2,2
362.442,3152,1,1
364.845,3153,1,0
367.247,3153,0,0
369.649,3153,0,0
372.052,3153,0,0
374.454,3153,0,0
376.856,3153,0,0
379.259,3153,0,0
381.661,3153,0,0
384.064,3153,0,0
386.466,3153,0,0
388.868,3153,0,0
391.271,3153,0,0
393.673,3153,0,0
396.075,3153,0,0
398.478,3153,0,0
400.88,3153,0,0
403.282,3153,0,0
405.685,3153,0,0
408.087,3153,0,0
410.489,3153,0,0
412.892,3153,0,0
415.294,3153,0,0
417.696,3153,0,0
420.099,3153,0,0
422.501,3153,0,0
424.903,3153,0,0
427.306,3153,0,0
429.708,3153,0,0
432.11,3153,0,0
434.513,3153,0,0
436.915,3153,0,0
439.317,3153,0,0
441.72,3153,0,0
444.122,3153,0,0
446.524,3153,0,0
448.927,3153,0,0
451.329,3153,0,0
453.731,3153,0,0
456.134,3153,0,0
458.536,3153,0,0
460.939,3153,0,0
463.341,3153,0,0
465.743,3153,0,0
468.146,3153,0,0
470.548,3153,0,0
472.95,3153,0,0
475.353,3153,0,0
477.755,3153,0,0
480.157,3153,0,0
482.56,3153,0,0
484.962,3153,0,0
487.364,3153,0,0
489.767,3153,0,0
492.169,3153,0,0
494.571,3153,0,0
496.974,3153,0,0
499.376,3153,0,0
501.778,3153,0,0
504.181,3153,0,0
506.583,3153,0,0
508.985,3153,0,0
511.388,3153,0,0
513.79,3153,0,0
516.192,3153,0,0
518.595,3153,0,0
520.997,3153,0,0
523.399,3153,0,0
525.802,3153,0,0
528.204,3153,0,0
530.606,3153,0,0
533.009,3153,0,0
535.411,3153,0,0
537.813,3153,0,0
540.216,3153,0,0
542.618,3153,0,0
545.021,3153,0,0


Started at: Tue Nov 16 18:32:28 2021

Using random seed: 1637083948
Map: res/textures/testmap_simplemaze_1024x512.png
FOLLOW_GREEN_FEROMONE: true
FOLLOW_RED_FEROMONE: true
AVOID_WALLS: true
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4,0,0,0
4.80001,0,0,0
7.20007,0,0,0
9.60012,0,0,0
12.0002,0,0,1
14.4002,0,0,3
16.8003,0,0,7
19.2003,0,0,10
21.6004,0,0,15
24.0005,0,0,21
26.4005,0,0,23
28.8006,0,0,27
31.2006,0,0,32
33.6004,0,0,37
36,0,0,41
38.3996,0,0,43
40.7992,0,0,48
43.1988,0,0,51
45.5984,0,0,52
47.998,0,0,55
50.3975,0,0,68
52.7971,0,0,74
55.1967,0,0,79
57.5963,0,0,79
59.9959,0,0,80
62.3955,0,0,80
64.7954,0,0,80
67.1959,0,0,80
69.5965,0,0,80
71.997,0,0,80
74.3975,0,0,80
76.798,0,0,80
79.1985,0,0,81
81.599,0,0,81
83.9995,0,0,82
86.4,0,0,82
88.8006,0,0,84
91.2011,0,0,85
93.6016,0,0,85
96.0021,0,0,85
98.4026,0,0,85
100.803,0,0,85
103.204,0,0,85
105.604,0,0,85
108.005,0,0,85
110.405,0,0,85
112.806,0,0,85
115.206,1,1,84
117.607,2,1,83
120.007,2,0,83
122.408,2,0,83
124.808,2,0,85
127.209,2,0,88
129.608,2,0,96
132.007,2,0,99
134.405,2,0,124
136.804,2,0,140
139.203,2,0,155
141.601,2,0,170
144,2,0,172
146.399,2,0,175
148.798,2,0,179
151.196,2,0,179
153.595,2,0,179
155.994,2,0,179
158.392,2,0,179
160.791,2,0,179
163.19,2,0,179
165.588,2,0,179
